id,scrapedrecipeguid,name,modelledname
17016,6ee74ca9-0b66-4a2f-8923-550bb87ecaaf,1 crushed garlic clove,NULL
17017,6ee74ca9-0b66-4a2f-8923-550bb87ecaaf,2 tbsp olive oil,NULL
17018,6ee74ca9-0b66-4a2f-8923-550bb87ecaaf,"1 small ciabatta loaf, torn in bite-sized pieces",NULL
17019,6ee74ca9-0b66-4a2f-8923-550bb87ecaaf,2 egg,NULL
17020,6ee74ca9-0b66-4a2f-8923-550bb87ecaaf,1 head torn Cos lettuce,NULL
17021,6ee74ca9-0b66-4a2f-8923-550bb87ecaaf,4 tbsp fresh Caesar salad dressing,NULL
17022,6ee74ca9-0b66-4a2f-8923-550bb87ecaaf,slices of avocado,NULL
17023,b9fd3c24-c590-4396-af46-b109f140df40,100g raisins,NULL
17024,b9fd3c24-c590-4396-af46-b109f140df40,"4 tbsp golden syrup, plus extra for drizzling",NULL
17025,b9fd3c24-c590-4396-af46-b109f140df40,100g self-raising flour,NULL
17026,b9fd3c24-c590-4396-af46-b109f140df40,"100g butter, room temperature, cut in pieces",NULL
17027,b9fd3c24-c590-4396-af46-b109f140df40,100g caster sugar,NULL
17028,b9fd3c24-c590-4396-af46-b109f140df40,2 eggs,NULL
17029,b9fd3c24-c590-4396-af46-b109f140df40,finely grated zest 1 lemon,NULL
17030,b9fd3c24-c590-4396-af46-b109f140df40,"1-2 tsp milk, optional",NULL
17031,b9fd3c24-c590-4396-af46-b109f140df40,"cream or custard, to serve",NULL
17032,5043030d-796d-48c8-932b-cc6948c4a1cc,450g dessert apple,NULL
17033,5043030d-796d-48c8-932b-cc6948c4a1cc,50g butter,NULL
17034,5043030d-796d-48c8-932b-cc6948c4a1cc,85g light muscovado sugar,NULL
17035,5043030d-796d-48c8-932b-cc6948c4a1cc,"1 small lemon, zest, juice and squeezed out halves",NULL
17036,5043030d-796d-48c8-932b-cc6948c4a1cc,1 bay leaf,NULL
17037,5043030d-796d-48c8-932b-cc6948c4a1cc,1 tbsp brandy (optional),NULL
17038,5043030d-796d-48c8-932b-cc6948c4a1cc,"100g walnut, roughly chopped",NULL
17039,ebd1a62c-00b2-46bb-986a-ec37a1b18e3f,"2 large or baking potatoes, cut into thin wedges",NULL
17040,ebd1a62c-00b2-46bb-986a-ec37a1b18e3f,2 tbsp olive oil,NULL
17041,ebd1a62c-00b2-46bb-986a-ec37a1b18e3f,"&#189; red cabbage (approx 350g/12oz), core removed and finely sliced",NULL
17042,ebd1a62c-00b2-46bb-986a-ec37a1b18e3f,"1 onion, halved and sliced",NULL
17043,ebd1a62c-00b2-46bb-986a-ec37a1b18e3f,2 tbsp cranberry sauce,NULL
17044,ebd1a62c-00b2-46bb-986a-ec37a1b18e3f,"1 apple, peeled, cored and chopped",NULL
17045,ebd1a62c-00b2-46bb-986a-ec37a1b18e3f,2 tsp wholegrain mustard,NULL
17046,ebd1a62c-00b2-46bb-986a-ec37a1b18e3f,"4 pork loin chops, approx 140g/5oz each",NULL
17047,44ee9f39-3dc0-4c2d-bfef-100f31fc798a,1 aubergine thinly sliced,NULL
17048,44ee9f39-3dc0-4c2d-bfef-100f31fc798a,2 tbsp olive oil,NULL
17049,44ee9f39-3dc0-4c2d-bfef-100f31fc798a,2 red peppers,NULL
17050,44ee9f39-3dc0-4c2d-bfef-100f31fc798a,450g fresh plum tomatoes,NULL
17051,d0fd8920-b91b-4ad0-9c8a-3b81edc18a3d,1 lemon,NULL
17052,d0fd8920-b91b-4ad0-9c8a-3b81edc18a3d,100g couscous,NULL
17053,d0fd8920-b91b-4ad0-9c8a-3b81edc18a3d,"25g pine nut, toasted",NULL
17054,d0fd8920-b91b-4ad0-9c8a-3b81edc18a3d,"1 small courgette, thinly sliced",NULL
17055,d0fd8920-b91b-4ad0-9c8a-3b81edc18a3d,"small handful dill, leaves only, chopped",NULL
17056,d0fd8920-b91b-4ad0-9c8a-3b81edc18a3d,150ml strong vegetable stock,NULL
17057,d0fd8920-b91b-4ad0-9c8a-3b81edc18a3d,"1 haddock, or other white fish fillet",NULL
17058,6394ec3a-7842-4275-8a38-06df18dddf52,1 onion,NULL
17059,6394ec3a-7842-4275-8a38-06df18dddf52,1 carrot,NULL
17060,6394ec3a-7842-4275-8a38-06df18dddf52,1 celery stick,NULL
17061,6394ec3a-7842-4275-8a38-06df18dddf52,2 garlic cloves,NULL
17062,6394ec3a-7842-4275-8a38-06df18dddf52,"1 tbsp olive oil, plus extra to serve",NULL
17063,6394ec3a-7842-4275-8a38-06df18dddf52,"550g floury potatoes, peeled and cut into small cubes",NULL
17064,6394ec3a-7842-4275-8a38-06df18dddf52,1l chicken or vegetable stock,NULL
17065,6394ec3a-7842-4275-8a38-06df18dddf52,8 rashers streaky bacon,NULL
17066,6394ec3a-7842-4275-8a38-06df18dddf52,a quarter medium Savoy cabbage (about 200g/8oz),NULL
17067,283cbcdc-4b08-496d-bf9b-712f36c893e1,700g forced pink rhubarb,NULL
17068,283cbcdc-4b08-496d-bf9b-712f36c893e1,zest and juice 1 orange,NULL
17069,283cbcdc-4b08-496d-bf9b-712f36c893e1,splash sweet sherry,NULL
17070,283cbcdc-4b08-496d-bf9b-712f36c893e1,85g golden caster sugar,NULL
17071,283cbcdc-4b08-496d-bf9b-712f36c893e1,"200g shortbread biscuits (about 9), broken into large crumbs",NULL
17072,283cbcdc-4b08-496d-bf9b-712f36c893e1,568ml carton double cream,NULL
17073,283cbcdc-4b08-496d-bf9b-712f36c893e1,100g sugar,NULL
17074,283cbcdc-4b08-496d-bf9b-712f36c893e1,500ml carton thick Devon custard,NULL
17075,39ab4e60-62c3-458f-afef-2cd67786b84f,50g butter or 2 tbsp dripping,NULL
17076,39ab4e60-62c3-458f-afef-2cd67786b84f,"1kg onion, finely sliced",NULL
17077,39ab4e60-62c3-458f-afef-2cd67786b84f,1 tbsp golden caster sugar,NULL
17078,39ab4e60-62c3-458f-afef-2cd67786b84f,few sprigs fresh thyme,NULL
17079,39ab4e60-62c3-458f-afef-2cd67786b84f,3 fresh bay leaf,NULL
17080,39ab4e60-62c3-458f-afef-2cd67786b84f,150ml cider,NULL
17081,76d8c6aa-1fa7-4591-ac37-6d20b04c9686,"4 sweet potatoes, cut into chunky wedges",NULL
17082,76d8c6aa-1fa7-4591-ac37-6d20b04c9686,"1 red chilli, finely chopped",NULL
17083,76d8c6aa-1fa7-4591-ac37-6d20b04c9686,2 tbsp olive oil,NULL
17084,76d8c6aa-1fa7-4591-ac37-6d20b04c9686,2 tsp cumin seeds,NULL
17085,76d8c6aa-1fa7-4591-ac37-6d20b04c9686,1 tbsp garam masala,NULL
17086,76d8c6aa-1fa7-4591-ac37-6d20b04c9686,"1 red onion, thinly sliced",NULL
17087,76d8c6aa-1fa7-4591-ac37-6d20b04c9686,juice 1 lime,NULL
17088,76d8c6aa-1fa7-4591-ac37-6d20b04c9686,2 tsp sugar,NULL
17089,76d8c6aa-1fa7-4591-ac37-6d20b04c9686,6-9 chapatis,NULL
17090,76d8c6aa-1fa7-4591-ac37-6d20b04c9686,150ml natural yogurt,NULL
17091,76d8c6aa-1fa7-4591-ac37-6d20b04c9686,large bunch coriander,NULL
17092,ee0a9009-dc3b-43bc-a51f-c9a3835e2a01,6 duck legs,NULL
17093,ee0a9009-dc3b-43bc-a51f-c9a3835e2a01,"1 onion, chopped",NULL
17094,ee0a9009-dc3b-43bc-a51f-c9a3835e2a01,"2 garlic clove, chopped",NULL
17095,ee0a9009-dc3b-43bc-a51f-c9a3835e2a01,"bundle of thyme, bay, rosemary and a whole red chilli, tied together",NULL
17096,ee0a9009-dc3b-43bc-a51f-c9a3835e2a01,"350g baby carrot, trimmed, but left whole",NULL
17097,ee0a9009-dc3b-43bc-a51f-c9a3835e2a01,400ml hot chicken stock,NULL
17098,ee0a9009-dc3b-43bc-a51f-c9a3835e2a01,"400g baby turnip, trimmed",NULL
17099,1b447784-50e6-41c9-9656-b3b5b2e8508d,4 tbsp soft brown sugar,NULL
17100,1b447784-50e6-41c9-9656-b3b5b2e8508d,1 tbsp vegetable oil,NULL
17101,1b447784-50e6-41c9-9656-b3b5b2e8508d,"1 head broccoli, cut into small florets",NULL
17102,1b447784-50e6-41c9-9656-b3b5b2e8508d,"half a 250g pack baby sweetcorn, halved lengthways",NULL
17103,8ea9e2b3-0faa-4090-9a16-ef436d34e9e2,"225g butter, softened, plus extra for greasing",NULL
17104,8ea9e2b3-0faa-4090-9a16-ef436d34e9e2,2 tbsp brandy,NULL
17105,8ea9e2b3-0faa-4090-9a16-ef436d34e9e2,pinch saffron (about 1&#8260;4tsp strands),NULL
17106,8ea9e2b3-0faa-4090-9a16-ef436d34e9e2,225g golden caster sugar,NULL
17107,8ea9e2b3-0faa-4090-9a16-ef436d34e9e2,4 egg,NULL
17108,8ea9e2b3-0faa-4090-9a16-ef436d34e9e2,225g plain flour,NULL
17109,8ea9e2b3-0faa-4090-9a16-ef436d34e9e2,50g ground almond,NULL
17110,8ea9e2b3-0faa-4090-9a16-ef436d34e9e2,1 tsp baking powder,NULL
17111,8ea9e2b3-0faa-4090-9a16-ef436d34e9e2,300g raisin,NULL
17112,8ea9e2b3-0faa-4090-9a16-ef436d34e9e2,300g sultana,NULL
17113,8ea9e2b3-0faa-4090-9a16-ef436d34e9e2,"100g natural-coloured glac&#233; cherry, halved",NULL
17114,8ea9e2b3-0faa-4090-9a16-ef436d34e9e2,85g mixed peel,NULL
17115,8ea9e2b3-0faa-4090-9a16-ef436d34e9e2,"50g whole blanched almond, roughly chopped",NULL
17116,8ea9e2b3-0faa-4090-9a16-ef436d34e9e2,"50g whole blanched hazelnut, roughly chopped",NULL
17117,8ea9e2b3-0faa-4090-9a16-ef436d34e9e2,50g walnut pieces,NULL
17118,8ea9e2b3-0faa-4090-9a16-ef436d34e9e2,3 tbsp brandy,NULL
17119,8ea9e2b3-0faa-4090-9a16-ef436d34e9e2,2 tbsp honey,NULL
17120,f8c52372-4ea7-4a2b-adca-c26ee4bf8cb8,100g rice noodle,NULL
17121,f8c52372-4ea7-4a2b-adca-c26ee4bf8cb8,"2-3 spring onion, sliced",NULL
17122,f8c52372-4ea7-4a2b-adca-c26ee4bf8cb8,50g fresh or frozen petits pois,NULL
17123,ba458237-252d-4d23-b826-11d36d302e90,140g raisin,NULL
17124,ba458237-252d-4d23-b826-11d36d302e90,140g sultana,NULL
17125,ba458237-252d-4d23-b826-11d36d302e90,140g currant,NULL
17126,ba458237-252d-4d23-b826-11d36d302e90,"140g date, chopped",NULL
17127,ba458237-252d-4d23-b826-11d36d302e90,50g mixed peel,NULL
17128,ba458237-252d-4d23-b826-11d36d302e90,"1 large Bramley apple (about 125g), peeled and finely chopped",NULL
17129,ba458237-252d-4d23-b826-11d36d302e90,250ml Guinness Extra stout,NULL
17130,ba458237-252d-4d23-b826-11d36d302e90,zest 1 orange,NULL
17131,ba458237-252d-4d23-b826-11d36d302e90,zest 1 lemon,NULL
17132,ba458237-252d-4d23-b826-11d36d302e90,"100g cold butter, plus extra for the basin",NULL
17133,ba458237-252d-4d23-b826-11d36d302e90,"100g dark muscovado sugar, plus 2 tbsp",NULL
17134,ba458237-252d-4d23-b826-11d36d302e90,100g fresh white breadcrumb,NULL
17135,ba458237-252d-4d23-b826-11d36d302e90,50g self-raising flour,NULL
17136,ba458237-252d-4d23-b826-11d36d302e90,&#189; tsp ground cloves,NULL
17137,ba458237-252d-4d23-b826-11d36d302e90,&#189; tsp ground cinnamon,NULL
17138,ba458237-252d-4d23-b826-11d36d302e90,&#189; tsp ground ginger,NULL
17139,ba458237-252d-4d23-b826-11d36d302e90,&#189; tsp nutmeg,NULL
17140,ba458237-252d-4d23-b826-11d36d302e90,"2 egg, beaten",NULL
17141,9edfc919-b2d2-4dc9-8222-04389d91f527,"800g Bramley apples, peeled, cored and sliced",NULL
17142,9edfc919-b2d2-4dc9-8222-04389d91f527,200ml unsweetened apple and mango pure fruit juice,NULL
17143,9edfc919-b2d2-4dc9-8222-04389d91f527,"1 piece stem ginger in syrup, finely chopped",NULL
17144,9edfc919-b2d2-4dc9-8222-04389d91f527,1 tbsp syrup from the jar of stem ginger,NULL
17145,9edfc919-b2d2-4dc9-8222-04389d91f527,100g plain wholemeal flour,NULL
17146,9edfc919-b2d2-4dc9-8222-04389d91f527,"85g Olivio or Carapelli olive oil spread (59% vegetable fat), chilled",NULL
17147,9edfc919-b2d2-4dc9-8222-04389d91f527,100g wholewheat muesli with no added salt or sugar,NULL
17148,9edfc919-b2d2-4dc9-8222-04389d91f527,3 tbsp light muscovado sugar,NULL
17149,9edfc919-b2d2-4dc9-8222-04389d91f527,25g sunflower seeds,NULL
17150,9edfc919-b2d2-4dc9-8222-04389d91f527,reduced fat Greek yogurt or low fat natural yogurt,NULL
17151,9d99a2ae-3c90-4b7d-8ca2-d261c6fd00ab,3 tbsp extra-virgin olive oil,NULL
17152,9d99a2ae-3c90-4b7d-8ca2-d261c6fd00ab,"1 lemon, juice only",NULL
17153,9d99a2ae-3c90-4b7d-8ca2-d261c6fd00ab,"2 x 250g 250g packs fine green beans, stalk ends trimmed, blanched and refreshed and halved (see know-how, below)",NULL
17154,9d99a2ae-3c90-4b7d-8ca2-d261c6fd00ab,180g bag baby leaf spinach salad,NULL
17155,612abe3c-d6a9-41e7-b216-f909657b203d,225g black lentils,NULL
17156,612abe3c-d6a9-41e7-b216-f909657b203d,"2 onions, finely chopped",NULL
17157,612abe3c-d6a9-41e7-b216-f909657b203d,"2 green chillies, deseeded and sliced",NULL
17158,612abe3c-d6a9-41e7-b216-f909657b203d,"50g butter, plus a small chunk",NULL
17159,612abe3c-d6a9-41e7-b216-f909657b203d,1 tbsp grated fresh root ginger,NULL
17160,612abe3c-d6a9-41e7-b216-f909657b203d,"3 garlic cloves, thinly sliced",NULL
17161,612abe3c-d6a9-41e7-b216-f909657b203d,1 tsp ground turmeric,NULL
17162,612abe3c-d6a9-41e7-b216-f909657b203d,&#189; tsp hot chilli powder (optional),NULL
17163,612abe3c-d6a9-41e7-b216-f909657b203d,2 tsp ground cumin,NULL
17164,612abe3c-d6a9-41e7-b216-f909657b203d,2 tsp ground coriander,NULL
17165,612abe3c-d6a9-41e7-b216-f909657b203d,2 bay leaves,NULL
17166,612abe3c-d6a9-41e7-b216-f909657b203d,"2 x 400g cans red kidney beans, rinsed",NULL
17167,612abe3c-d6a9-41e7-b216-f909657b203d,142ml pot double cream,NULL
17168,612abe3c-d6a9-41e7-b216-f909657b203d,&#189; tsp garam masala,NULL
17169,612abe3c-d6a9-41e7-b216-f909657b203d,handful chopped coriander,NULL
17170,4bc40c49-d387-4483-9e42-c658c1f8311c,"20-24 baby leeks, about 5-6 per person depending on size, trimmed",NULL
17171,4bc40c49-d387-4483-9e42-c658c1f8311c,"85g hazelnut, toasted",NULL
17172,4bc40c49-d387-4483-9e42-c658c1f8311c,"4 tbsp olive oil, plus a little extra for griddling",NULL
17173,4bc40c49-d387-4483-9e42-c658c1f8311c,juice &#189; orange,NULL
17174,4bc40c49-d387-4483-9e42-c658c1f8311c,juice &#189; lemon,NULL
17175,4bc40c49-d387-4483-9e42-c658c1f8311c,2 tsp sherry vinegar,NULL
17176,4bc40c49-d387-4483-9e42-c658c1f8311c,"small bunch parsley, leaves picked and chopped",NULL
17177,8bb2f6f5-ab3b-448d-aecd-41c0c766c10a,"50g dark chocolate, plus extra for decoration",NULL
17178,8bb2f6f5-ab3b-448d-aecd-41c0c766c10a,8 waffle ice-cream cone,NULL
17179,8bb2f6f5-ab3b-448d-aecd-41c0c766c10a,100ml single cream,NULL
17180,8bb2f6f5-ab3b-448d-aecd-41c0c766c10a,140g fudge,NULL
17181,8bb2f6f5-ab3b-448d-aecd-41c0c766c10a,"1 litre tub soft-scoop vanilla ice cream, softened for 10 mins",NULL
17182,ec94b688-f90b-479d-b542-3d82843ce3c9,"2 large carrot, cut into batons",NULL
17183,ec94b688-f90b-479d-b542-3d82843ce3c9,"3 celery sticks, cut into batons",NULL
17184,ec94b688-f90b-479d-b542-3d82843ce3c9,1 tbsp olive oil,NULL
17185,ec94b688-f90b-479d-b542-3d82843ce3c9,&#189; tsp sugar,NULL
17186,ec94b688-f90b-479d-b542-3d82843ce3c9,6 tbsp white wine vinegar,NULL
17187,ec94b688-f90b-479d-b542-3d82843ce3c9,4 x 175g trout fillets,NULL
17188,ec94b688-f90b-479d-b542-3d82843ce3c9,basil leaves,NULL
17189,ec94b688-f90b-479d-b542-3d82843ce3c9,juice 1 lemon,NULL
17190,07843ae9-288e-45aa-adea-90f7d46a0793,2 tbsp olive oil,NULL
17191,07843ae9-288e-45aa-adea-90f7d46a0793,"1 shallot or 1&#8260;2 a small onion, finely chopped",NULL
17192,07843ae9-288e-45aa-adea-90f7d46a0793,"2 garlic cloves, chopped",NULL
17193,07843ae9-288e-45aa-adea-90f7d46a0793,"2 x 400g cans cannellini beans, drained",NULL
17194,07843ae9-288e-45aa-adea-90f7d46a0793,50ml stock or water,NULL
17195,07843ae9-288e-45aa-adea-90f7d46a0793,large handful flat-leaf parsley,NULL
17196,d1e7f876-3c1c-497b-bb92-3c14773e89d5,"2 cod fillets, skin on, each weighing about 175g, see box, far right",NULL
17197,d1e7f876-3c1c-497b-bb92-3c14773e89d5,1 tsp coarse salt flakes,NULL
17198,d1e7f876-3c1c-497b-bb92-3c14773e89d5,2 red pepper,NULL
17199,d1e7f876-3c1c-497b-bb92-3c14773e89d5,1 garlic clove,NULL
17200,d1e7f876-3c1c-497b-bb92-3c14773e89d5,1 lemon,NULL
17201,d1e7f876-3c1c-497b-bb92-3c14773e89d5,2 fennel bulb,NULL
17202,d1e7f876-3c1c-497b-bb92-3c14773e89d5,6 tbsp olive oil,NULL
17203,d1e7f876-3c1c-497b-bb92-3c14773e89d5,"350g very ripe cherry tomato, halved",NULL
17204,d1e7f876-3c1c-497b-bb92-3c14773e89d5,1 tbsp balsamic vinegar,NULL
17205,d1e7f876-3c1c-497b-bb92-3c14773e89d5,handful pitted black olives,NULL
17206,d1e7f876-3c1c-497b-bb92-3c14773e89d5,"1 tbsp caper in brine, drained",NULL
17207,d1e7f876-3c1c-497b-bb92-3c14773e89d5,"small handful each lemon thyme, oregano and basil leaves, with a few smal basil leaves kept aside",NULL
17208,d1e7f876-3c1c-497b-bb92-3c14773e89d5,"20 marinated anchovy fillets, roughly chopped",NULL
17209,6fa2190e-1ad6-44ad-b971-88608967c105,175g couscous,NULL
17210,6fa2190e-1ad6-44ad-b971-88608967c105,200ml hot vegetable stock,NULL
17211,6fa2190e-1ad6-44ad-b971-88608967c105,"1 egg, beaten",NULL
17212,6fa2190e-1ad6-44ad-b971-88608967c105,3 tbsp natural yogurt,NULL
17213,6fa2190e-1ad6-44ad-b971-88608967c105,"85g feta cheese, cut into 1cm cubes",NULL
17214,6fa2190e-1ad6-44ad-b971-88608967c105,"50g SunBlush tomato, finely chopped",NULL
17215,6fa2190e-1ad6-44ad-b971-88608967c105,"3 spring onion, finely chopped",NULL
17216,6fa2190e-1ad6-44ad-b971-88608967c105,2 tbsp sunflower oil or vegetable oil,NULL
17217,7b9de470-4323-436c-b64e-0fa60610cffa,140g butter,NULL
17218,7b9de470-4323-436c-b64e-0fa60610cffa,100g golden caster sugar,NULL
17219,7b9de470-4323-436c-b64e-0fa60610cffa,225g plain flour,NULL
17220,7b9de470-4323-436c-b64e-0fa60610cffa,50g ground almond,NULL
17221,7b9de470-4323-436c-b64e-0fa60610cffa,"1 egg, beaten",NULL
17222,7b9de470-4323-436c-b64e-0fa60610cffa,85g blanched hazelnut,NULL
17223,7b9de470-4323-436c-b64e-0fa60610cffa,50g golden caster sugar,NULL
17224,7b9de470-4323-436c-b64e-0fa60610cffa,200g dark chocolate (70% cocoa),NULL
17225,7b9de470-4323-436c-b64e-0fa60610cffa,100g butter,NULL
17226,7b9de470-4323-436c-b64e-0fa60610cffa,splash Frangelico liqueur or brandy,NULL
17227,7b9de470-4323-436c-b64e-0fa60610cffa,1 egg,NULL
17228,7b9de470-4323-436c-b64e-0fa60610cffa,3 egg yolk,NULL
17229,8f2d0151-cab5-40a5-bdd4-9eaa17438e82,50g dried breadcrumbs,NULL
17230,8f2d0151-cab5-40a5-bdd4-9eaa17438e82,"50g light muscovado sugar, plus 1 tbsp",NULL
17231,8f2d0151-cab5-40a5-bdd4-9eaa17438e82,"25g crystallised ginger, chopped",NULL
17232,8f2d0151-cab5-40a5-bdd4-9eaa17438e82,"1 egg white, lightly beaten",NULL
17233,8f2d0151-cab5-40a5-bdd4-9eaa17438e82,300g puff pastry,NULL
17234,8f2d0151-cab5-40a5-bdd4-9eaa17438e82,"600g plum, halved and stoned",NULL
17235,8f2d0151-cab5-40a5-bdd4-9eaa17438e82,"clotted cream or ice cream, to serve",NULL
17236,b0b01c3a-7fc0-40eb-9858-919da55bdc3b,500g lean minced beef,NULL
17237,b0b01c3a-7fc0-40eb-9858-919da55bdc3b,1 tsp olive oil,NULL
17238,b0b01c3a-7fc0-40eb-9858-919da55bdc3b,2 x 400g cans chopped tomato,NULL
17239,b0b01c3a-7fc0-40eb-9858-919da55bdc3b,1 tbsp Italian herbs,NULL
17240,b0b01c3a-7fc0-40eb-9858-919da55bdc3b,400g gnocchi,NULL
17241,b0b01c3a-7fc0-40eb-9858-919da55bdc3b,125g reduced-fat mozzarella,NULL
17242,b0b01c3a-7fc0-40eb-9858-919da55bdc3b,"400g spinach, washed",NULL
17243,3b4cea85-bdeb-40ba-bb9e-4adbd102ceaf,"1 whole salmon fillet, about 800g, skin-on and well trimmed (organic farmed salmon is best)",NULL
17244,3b4cea85-bdeb-40ba-bb9e-4adbd102ceaf,"9 marinated sundried tomato, halved",NULL
17245,3b4cea85-bdeb-40ba-bb9e-4adbd102ceaf,"18 black olive, preferably Ni&#231;oise, pitted",NULL
17246,3b4cea85-bdeb-40ba-bb9e-4adbd102ceaf,18 basil leaves,NULL
17247,3b4cea85-bdeb-40ba-bb9e-4adbd102ceaf,3 tbsp olive oil,NULL
17248,83eb6dc0-85bd-4d34-9e2f-b697334f8f30,half a 250g pack unsalted butter,NULL
17249,83eb6dc0-85bd-4d34-9e2f-b697334f8f30,3 x 400g bags washed and prepared leaf spinach (not baby),NULL
17250,83eb6dc0-85bd-4d34-9e2f-b697334f8f30,a few grindlings of nutmeg,NULL
17251,83eb6dc0-85bd-4d34-9e2f-b697334f8f30,"2 tbsp salted capers, rinsed and roughly chopped",NULL
17252,0fc41c51-60a0-4d87-8a9f-90057e10fcad,3 tbsp plain flour,NULL
17253,0fc41c51-60a0-4d87-8a9f-90057e10fcad,1 large egg,NULL
17254,0fc41c51-60a0-4d87-8a9f-90057e10fcad,100g fresh breadcrumb,NULL
17255,0fc41c51-60a0-4d87-8a9f-90057e10fcad,"zest 1 lemon, plus lemon wedges to serve (optional)",NULL
17256,0fc41c51-60a0-4d87-8a9f-90057e10fcad,"small handful parsley, chopped",NULL
17257,0fc41c51-60a0-4d87-8a9f-90057e10fcad,450g turkey breast steaks,NULL
17258,0fc41c51-60a0-4d87-8a9f-90057e10fcad,2 tbsp sunflower oil,NULL
17259,0fc41c51-60a0-4d87-8a9f-90057e10fcad,4 vines cherry tomato,NULL
17260,0fc41c51-60a0-4d87-8a9f-90057e10fcad,"350g broccoli, cut into small florets",NULL
17261,0fc41c51-60a0-4d87-8a9f-90057e10fcad,"400g can butter bean, drained",NULL
17262,0fc41c51-60a0-4d87-8a9f-90057e10fcad,4 tbsp pesto,NULL
17263,89bb86e9-ac93-42a5-ad6a-56f184c7e8c6,2 tbsp extra-virgin olive oil,NULL
17264,89bb86e9-ac93-42a5-ad6a-56f184c7e8c6,"1 red chilli, deseeded and sliced (add extra chilli if you like)",NULL
17265,89bb86e9-ac93-42a5-ad6a-56f184c7e8c6,"3 garlic clove, thinly sliced",NULL
17266,89bb86e9-ac93-42a5-ad6a-56f184c7e8c6,250g wholewheat spaghetti,NULL
17267,89bb86e9-ac93-42a5-ad6a-56f184c7e8c6,"300g thin-stemmed broccoli, cut into pieces",NULL
17268,89bb86e9-ac93-42a5-ad6a-56f184c7e8c6,zest 1 lemon,NULL
17269,89bb86e9-ac93-42a5-ad6a-56f184c7e8c6,25g flaked toasted almond,NULL
17270,89bb86e9-ac93-42a5-ad6a-56f184c7e8c6,"Parmesan shavings (or vegetarian alternative), to serve",NULL
17271,27c04700-1024-4cc4-ba86-530c9e97d7e6,"1 large baking potato, peeled and cut into chunks",NULL
17272,27c04700-1024-4cc4-ba86-530c9e97d7e6,"1 large head cauliflower, cut into florets",NULL
17273,27c04700-1024-4cc4-ba86-530c9e97d7e6,150ml full-fat milk,NULL
17274,27c04700-1024-4cc4-ba86-530c9e97d7e6,50g butter,NULL
17275,27c04700-1024-4cc4-ba86-530c9e97d7e6,large thyme sprig,NULL
17276,27c04700-1024-4cc4-ba86-530c9e97d7e6,"25g cheddar, grated",NULL
17277,27c04700-1024-4cc4-ba86-530c9e97d7e6,pinch of grated nutmeg,NULL
17278,27c04700-1024-4cc4-ba86-530c9e97d7e6,"good quality pork or vegetarian sausages, to serve (optional)",NULL
17279,e771eaa3-881f-465f-8e59-b7221d079228,"500g pack lean minced beef, preferably organic",NULL
17280,e771eaa3-881f-465f-8e59-b7221d079228,1 tsp mild chilli powder,NULL
17281,e771eaa3-881f-465f-8e59-b7221d079228,"4 slices mild cheddar, if you want to make cheeseburgers",NULL
17282,e771eaa3-881f-465f-8e59-b7221d079228,4 burger bun,NULL
17283,e771eaa3-881f-465f-8e59-b7221d079228,"choice of lettuce, cucumber, gherkin, tomato and red onion",NULL
17284,e771eaa3-881f-465f-8e59-b7221d079228,"ketchup or mayonnaise, or both",NULL
17285,9146b495-cd77-4baf-935d-5b3a48f5d77d,"100g butter, softened",NULL
17286,9146b495-cd77-4baf-935d-5b3a48f5d77d,2 tbsp clear honey,NULL
17287,9146b495-cd77-4baf-935d-5b3a48f5d77d,140g self-raising flour,NULL
17288,9146b495-cd77-4baf-935d-5b3a48f5d77d,pinch bicarbonate of soda,NULL
17289,9146b495-cd77-4baf-935d-5b3a48f5d77d,25g caster sugar,NULL
17290,9146b495-cd77-4baf-935d-5b3a48f5d77d,1 egg,NULL
17291,9146b495-cd77-4baf-935d-5b3a48f5d77d,150ml milk,NULL
17292,9146b495-cd77-4baf-935d-5b3a48f5d77d,"handful ready-to-eat dried apricots, finely chopped",NULL
17293,9146b495-cd77-4baf-935d-5b3a48f5d77d,"oil, for frying",NULL
17294,20e43757-35d4-40cc-aba0-693bf14e3d3a,"1 tbsp sesame seeds, lightly toasted",NULL
17295,20e43757-35d4-40cc-aba0-693bf14e3d3a,1 tsp poppy seeds,NULL
17296,20e43757-35d4-40cc-aba0-693bf14e3d3a,"1 head of broccoli, cut into florets",NULL
